序号,区域,国家,省份/州,城市,景区名称(中),景区名称(英),大类,细分类型,中国签证政策,游客口碑,亲子友好度,老人友好度,夫妻友好度,一人游友好度,适合儿童年龄段,儿童出行备注,建议游览时长,日均预算,预算货币,交通可达性,全年适宜度,最佳旅游季节,最佳月份,文化/生态/独特价值,基础设施与配套,性价比,旅游安全度,华人安全度,口碑方差,备注,综合加权满意度,特色活动与玩法,数据来源
209,东欧,阿尔巴尼亚,,萨兰达,布特林特古城,Butrint Archaeological Site,景区,历史遗迹,互免签证,8.8,4.0,4.0,8.0,8.0,8岁以上,有一定体力要求,4,200,RMB,5.0,6.0,夏秋,5-10月,9.5,6.0,9.5,7.5,7.5,2.0,阿尔巴尼亚萨兰达历史遗迹,7.25,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
210,东欧,阿尔巴尼亚,,吉诺卡斯特,吉诺卡斯特古城,,景区,世界遗产,,8.5,4.0,4.0,8.0,9.0,,,4,30,USD,5.0,6.0,春夏秋,5-9月,9.5,5.5,10.0,7.5,7.0,1.7,阿尔巴尼亚吉诺卡斯特世界遗产,7.2,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
211,东欧,阿尔巴尼亚,,吉诺卡斯特,吉诺卡斯特石头城,Gjirokaster Stone City,景区,历史古城,互免签证,8.5,4.0,4.0,8.0,8.0,8岁以上,有一定体力要求,3,200,RMB,4.0,6.0,春夏秋,4-10月,9.0,5.5,9.5,7.5,7.5,2.2,阿尔巴尼亚吉诺卡斯特历史古城,7.03,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
212,东欧,阿尔巴尼亚,,培拉特,培拉特古城,,景区,文化遗产,互免/免签,8.7,6.0,6.1,8.6,8.2,8岁+,,0.5天,700,RMB,5.5,7.8,5-10月,,8.0,5.4,9.2,7.3,6.8,2.1,阿尔巴尼亚培拉特文化遗产,7.32,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
213,东欧,黑山,,科托尔,科托尔古城·海湾,Kotor Old Town & Bay,景区,历史海湾,免签30天,9.3,6.0,5.0,10.0,8.0,6岁以上,步行量中等,4,500,RMB,6.0,6.0,夏秋,5-10月,9.5,8.0,8.5,8.2,7.9,1.5,亚得里亚海的隐秘宝石，中世纪峡湾古城,8.0,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
214,东欧,黑山,,科托尔,科托尔古城与峡湾,,景区,世界遗产,,9.2,5.0,5.0,9.5,8.5,,,5,80,USD,5.0,6.0,夏秋,5-10月,10.0,7.0,8.0,8.0,7.5,0.8,亚得里亚海的隐秘宝石，中世纪峡湾古城,7.67,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
215,东欧,黑山,,布德瓦,布德瓦老城·海滩,Budva Old Town & Beaches,景区,海滨历史,免签30天,8.5,7.0,5.0,9.0,7.0,6岁以上,步行量中等,4,500,RMB,6.0,6.0,夏,6-9月,8.0,8.0,8.0,8.2,7.9,1.7,黑山布德瓦海滨历史,7.63,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
216,东欧,黑山,,布德瓦,布德瓦老城与海滩,,景区,海滨历史,,8.5,6.0,5.0,9.0,8.0,,,4,80,USD,6.0,6.0,夏,6-9月,8.0,7.5,7.5,8.0,7.5,1.6,黑山布德瓦海滨历史,7.47,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
217,东欧,黑山,,杜米托尔,杜米托尔国家公园,Durmitor NP,景区,自然山岳,免签30天,8.8,4.0,3.0,8.0,8.0,10岁以上,山地户外，路况复杂,7,350,RMB,4.0,4.0,夏,6-9月,9.0,6.0,8.5,8.2,7.9,2.3,黑山杜米托尔自然山岳,7.02,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
218,东欧,黑山,,科托尔,科托尔湾古城,,景区,文化海滨,是,9.0,7.0,6.8,9.2,8.5,6-15岁,,1天,1300,RMB,6.3,7.9,"5-6月, 9月",,8.8,6.6,8.8,8.0,7.5,1.7,黑山科托尔文化海滨,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
219,中亚,乌兹别克斯坦,,撒马尔罕,雷吉斯坦广场,Registan Square,景区,历史文化,免签30天,9.5,5.0,5.0,9.0,9.0,6岁以上,步行量中等,4,250,RMB,5.0,6.0,春秋,4-5月/9-10月,10.0,7.0,9.5,8.0,8.0,1.3,乌兹别克斯坦撒马尔罕历史文化,7.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
220,中亚,乌兹别克斯坦,,布哈拉,布哈拉古城,Bukhara Historic Centre,景区,历史文化,免签30天,9.2,5.0,5.0,8.0,9.0,8岁以上,中等体力要求,5,200,RMB,5.0,6.0,春秋,4-5月/9-10月,10.0,6.5,9.5,8.0,8.0,1.0,乌兹别克斯坦布哈拉历史文化,7.68,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
221,中亚,乌兹别克斯坦,,希瓦,伊钦·卡拉内城,"Itchan Kala, Khiva",景区,历史古城,免签30天,9.0,5.0,5.0,8.0,8.0,6岁以上,步行量中等,4,200,RMB,4.0,6.0,春秋,4-5月/9-10月,9.5,6.0,10.0,8.0,8.0,2.1,乌兹别克斯坦希瓦历史古城,7.45,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
222,中亚,乌兹别克斯坦,,希瓦,希瓦内城(伊钦-卡拉),,景区,世界遗产,,9.0,4.0,5.0,8.5,9.0,,,4,30,USD,4.0,5.0,春秋,4-5月/9-10月,10.0,5.5,9.5,7.5,7.5,1.5,乌兹别克斯坦希瓦世界遗产,7.3,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
223,中亚,乌兹别克斯坦,,塔什干,哈兹拉提伊玛目广场,Khast Imom Complex,景区,宗教文化,免签30天,8.3,5.0,5.0,7.0,7.0,6岁以上,步行量中等,2,250,RMB,6.0,7.0,春秋,4-5月/9-10月,8.0,7.0,8.5,8.0,8.0,1.3,乌兹别克斯坦塔什干宗教文化,7.27,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
224,中亚,乌兹别克斯坦,,努拉塔,艾达尔库尔湖,Aydarkul Lake,景区,自然湖泊,免签30天,8.0,4.0,3.0,7.0,7.0,10岁以上,体力要求较高,5,200,RMB,3.0,4.0,春秋,4-5月/9-10月,7.5,5.0,9.5,8.0,8.0,2.0,乌兹别克斯坦努拉塔自然湖泊,6.5,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
225,中亚,乌兹别克斯坦,,撒马尔罕,列吉斯坦广场,,景区,文化遗产,否,9.5,7.0,7.1,9.2,8.6,6-15岁,,1天,1200,RMB,7.0,8.0,"4-6月, 9-10月",,9.8,7.0,9.0,7.9,7.4,1.4,乌兹别克斯坦撒马尔罕文化遗产,8.21,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
226,中亚,乌兹别克斯坦,,希瓦,伊钦卡拉古城,,景区,文化遗产,否,9.3,6.7,6.8,9.1,8.7,8岁+,,1天,1100,RMB,6.2,7.8,"4-6月, 9-10月",,9.5,6.5,9.1,7.9,7.3,1.6,乌兹别克斯坦希瓦文化遗产,7.99,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
227,中亚,吉尔吉斯斯坦,,伊塞克湖,伊塞克湖,Issyk-Kul Lake,景区,自然湖泊,电子签证,9.0,5.0,4.0,8.0,7.0,8岁以上,有一定体力要求,5,200,RMB,4.0,4.0,夏,6-9月,9.0,5.5,9.5,7.0,6.5,1.7,吉尔吉斯斯坦伊塞克湖自然湖泊,6.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
228,中亚,吉尔吉斯斯坦,,比什凯克,阿拉阿查国家公园,Ala Archa NP,景区,自然山谷,电子签证,8.5,4.0,3.0,7.0,8.0,10岁以上,体力要求较高,5,200,RMB,5.0,5.0,夏,6-9月,8.0,5.5,9.5,7.0,6.5,2.1,吉尔吉斯斯坦比什凯克自然山谷,6.67,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
229,中亚,吉尔吉斯斯坦,,宋库勒,宋库勒湖,Song-Kul Lake,景区,高山湖泊,电子签证,9.0,3.0,2.0,8.0,8.0,10岁以上,偏远高山，条件简陋,5,150,RMB,3.0,3.0,夏,6-8月,9.0,4.0,10.0,7.0,6.5,2.0,吉尔吉斯斯坦宋库勒高山湖泊,6.43,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
230,中亚,吉尔吉斯斯坦,,卡拉科尔,阿拉库尔徒步区,,景区,自然徒步,否,8.9,4.5,3.5,8.0,9.1,10岁+,,2-3天,900,RMB,4.6,5.8,7-9月,,9.0,4.2,9.2,7.0,6.2,1.9,吉尔吉斯斯坦卡拉科尔自然徒步,6.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
231,中亚,哈萨克斯坦,,努尔苏丹,巴伊杰列克观景塔,,景区,都市地标,,7.5,6.0,7.0,7.0,7.5,,,2,60,USD,8.0,5.0,夏,5-9月,7.0,8.0,8.0,7.4,7.2,2.1,哈萨克斯坦努尔苏丹都市地标,7.27,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
232,中亚,哈萨克斯坦,,阿斯塔纳,巴伊杰列克塔·可汗帐篷,Bayterek & Khan Shatyr,景区,现代城市,互免签证,8.0,7.0,6.0,7.0,7.0,3岁以上,游览轻松，幼儿可参与,3,500,RMB,6.0,5.0,夏,5-9月,7.0,8.0,7.5,7.5,7.5,2.0,哈萨克斯坦阿斯塔纳现代城市,7.15,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
233,中亚,哈萨克斯坦,,突厥斯坦,亚萨维陵墓,Mausoleum of Yasawi,景区,历史文化,互免签证,8.5,4.0,5.0,7.0,7.0,6岁以上,步行量中等,2,350,RMB,5.0,5.0,春秋,4-5月/9-10月,9.5,6.5,8.5,7.5,7.5,1.3,哈萨克斯坦突厥斯坦历史文化,7.07,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
234,中亚,哈萨克斯坦,,阿拉木图,大阿拉木图湖,Big Almaty Lake,景区,自然湖泊,互免签证,9.0,5.0,3.0,9.0,8.0,6岁以上,高海拔但可自驾到达,3,400,RMB,5.0,4.0,夏,6-9月,8.5,5.5,8.5,7.5,7.5,1.6,哈萨克斯坦阿拉木图自然湖泊,7.06,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
235,中亚,哈萨克斯坦,,阿拉木图,恰伦大峡谷,Charyn Canyon,景区,自然峡谷,互免签证,8.8,4.0,3.0,8.0,7.0,8岁以上,峡谷徒步，幼儿不便,5,400,RMB,5.0,4.0,夏秋,5-10月,8.5,6.0,8.5,7.5,7.5,2.1,哈萨克斯坦阿拉木图自然峡谷,6.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
236,中亚,哈萨克斯坦,,阿拉木图,恰伦峡谷,,景区,自然风光,否,9.0,7.2,5.8,8.7,8.5,8岁+,,1天,1300,RMB,6.0,7.2,5-10月,,8.8,5.9,8.6,7.3,7.0,1.2,哈萨克斯坦阿拉木图自然风光,7.57,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
237,中亚,塔吉克斯坦,,彭吉肯特,伊斯坎德尔湖,,景区,自然风光,否,8.5,6.0,4.8,8.2,8.0,8岁+,,1天,900,RMB,4.5,6.2,6-9月,,8.0,4.5,8.8,6.6,5.8,1.7,塔吉克斯坦彭吉肯特自然风光,6.73,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
238,南亚,尼泊尔,,博卡拉,费瓦湖·安纳普尔纳,Pokhara & Annapurna,景区,自然山岳,落地签,9.2,3.0,2.0,8.0,9.0,14岁以上,高海拔长途徒步,8,200,RMB,4.0,4.0,秋春,10-11月/3-4月,10.0,5.5,10.0,7.0,7.5,1.4,尼泊尔博卡拉自然山岳,7.0,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
239,南亚,尼泊尔,,加德满都,加德满都杜巴广场,Kathmandu Durbar Square,景区,历史文化,落地签,8.5,4.0,4.0,7.0,8.0,6岁以上,空气质量差，幼儿不宜久留,3,200,RMB,5.0,5.0,秋春,10-11月/3-4月,9.0,6.0,9.5,7.0,7.5,1.8,尼泊尔加德满都历史文化,6.98,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
240,南亚,斯里兰卡,,锡吉里耶,狮子岩,Sigiriya Lion Rock,景区,历史遗迹,电子签证,9.0,4.0,3.0,8.0,8.0,10岁以上,体力要求较高,3,300,RMB,5.0,6.0,冬春,12-3月,9.5,6.5,9.0,7.0,7.0,1.8,斯里兰卡锡吉里耶历史遗迹,7.14,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
241,南亚,斯里兰卡,,康提,佛牙寺·康提湖,Temple of Tooth & Kandy Lake,景区,宗教文化,电子签证,8.5,5.0,5.0,7.0,7.0,6岁以上,步行量中等,3,300,RMB,5.0,7.0,冬春,12-3月,8.5,7.0,9.0,7.0,7.0,1.1,斯里兰卡康提宗教文化,7.09,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
242,南亚,马尔代夫,,马累,马尔代夫环礁,Maldives Atolls,景区,海岛度假,互免签证,9.5,6.0,4.0,10.0,6.0,10岁以上,体力消耗大，需能长时间步行,7,2000,RMB,6.0,6.0,冬春,11-4月,9.0,9.0,5.5,8.8,8.2,1.7,马尔代夫马累海岛度假,7.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
243,南亚(免签),斯里兰卡,,加勒,加勒古堡,,景区,世界遗产,,8.8,6.0,6.0,9.0,8.5,,,4,50,USD,6.0,6.0,冬春,12-3月,9.0,6.5,9.0,7.0,6.5,1.0,斯里兰卡加勒世界遗产,7.49,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
244,南亚(免签),斯里兰卡,,康提,佛牙寺,,景区,宗教文化,,8.5,5.0,6.0,7.5,8.5,,,3,45,USD,6.0,7.0,冬春,12-3月,9.0,6.5,9.0,7.0,6.5,1.4,斯里兰卡康提宗教文化,7.3,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
245,大洋洲,新西兰,,皇后镇,皇后镇·米尔福德峡湾,Queenstown & Milford Sound,景区,自然山水,需签证(NZeTA),9.5,6.0,4.0,10.0,8.0,10岁以上,体力消耗大，需能长时间步行,8,1200,RMB,6.0,6.0,夏秋,11-4月,10.0,9.0,7.5,9.3,8.8,1.3,新西兰皇后镇自然山水,8.27,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
246,大洋洲,新西兰,,罗托鲁瓦,罗托鲁瓦地热,Rotorua Geothermal,景区,自然地热,需签证(NZeTA),8.8,8.0,6.0,7.0,7.0,3-14岁,难度适中，有儿童友好设施,4,900,RMB,7.0,7.0,四季,全年,8.5,8.5,8.0,9.3,8.8,2.1,新西兰罗托鲁瓦自然地热,8.06,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
247,大洋洲,新西兰,,北岛,霍比特人村,Hobbiton,景区,影视主题,需签证(NZeTA),8.8,8.0,6.0,8.0,7.0,4-14岁,魔戒主题，太小看不懂,3,1000,RMB,7.0,7.0,夏,11-3月,7.5,8.5,7.5,9.3,8.8,1.8,新西兰北岛影视主题,8.0,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
248,大洋洲,新西兰,,南岛,瓦纳卡湖·蒂卡波湖,Lake Wanaka & Tekapo,景区,自然湖泊,需签证(NZeTA),9.3,6.0,5.0,10.0,8.0,6岁以上,步行量中等,4,1000,RMB,5.0,6.0,夏秋,11-4月,9.0,7.5,7.5,9.3,8.8,1.4,新西兰南岛自然湖泊,7.95,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
249,大洋洲,新西兰,,奥克兰,怀赫科岛,Waiheke Island,景区,海岛酒庄,需签证(NZeTA),8.5,6.0,6.0,9.0,7.0,6岁以上,有一定步行量，需能独立行走,4,1000,RMB,7.0,7.0,夏,11-3月,7.5,8.0,7.5,9.3,8.8,1.9,新西兰奥克兰海岛酒庄,7.87,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
250,大洋洲,新西兰,,南岛,库克山国家公园,Aoraki/Mt Cook NP,景区,自然山岳,需签证(NZeTA),9.3,4.0,3.0,9.0,8.0,10岁以上,高山步道，天气多变,7,1000,RMB,5.0,5.0,夏,11-3月,9.5,7.5,7.5,9.3,8.8,1.4,新西兰南岛自然山岳,7.64,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
251,大洋洲,新西兰,,汤加里罗,汤加里罗国家公园,Tongariro NP,景区,自然火山,需签证(NZeTA),9.0,3.0,2.0,8.0,8.0,12岁以上,火山徒步8h，体力要求高,8,800,RMB,5.0,5.0,夏,11-4月,9.5,7.0,8.0,9.3,8.8,1.3,新西兰汤加里罗自然火山,7.39,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
252,大洋洲,新西兰,,南岛,弗朗茨约瑟夫冰川,Franz Josef Glacier,景区,冰川探险,需签证(NZeTA),9.0,4.0,2.0,8.0,7.0,10岁以上,冰川行走，幼儿危险,5,1200,RMB,5.0,4.0,夏,11-3月,9.0,7.0,7.5,9.3,8.8,1.5,新西兰南岛冰川探险,7.27,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
253,大洋洲,新西兰,,皇后镇/峡湾,米尔福德峡湾,,景区,自然风光,是,9.5,8.0,6.5,9.2,8.8,5-12岁,,1天,2600,RMB,6.8,7.9,11月-次年4月,,9.7,7.2,7.2,9.3,8.7,1.1,新西兰皇后镇/峡湾自然风光,8.39,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
254,大洋洲,新西兰,,罗托鲁瓦,罗托鲁瓦地热区,,景区,自然+文化体验,是,8.9,8.8,7.5,8.5,7.8,3-12岁,,1-2天,2200,RMB,7.5,8.4,10月-次年4月,,8.8,8.3,7.9,9.1,8.3,1.8,新西兰罗托鲁瓦自然+文化体验,8.4,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
255,大洋洲,澳大利亚,,悉尼,悉尼歌剧院·海港大桥,Sydney Opera House & Bridge,景区,城市地标,需签证(ETA),9.5,7.0,7.0,9.0,9.0,全年龄,轻松游览，婴儿车可通行,3,1200,RMB,9.0,8.0,春秋,9-11月/3-5月,9.0,10.0,7.0,8.8,7.8,1.4,澳大利亚悉尼城市地标,8.6,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
256,大洋洲,澳大利亚,,凯恩斯,大堡礁,Great Barrier Reef,景区,海洋生态,需签证(ETA),9.5,7.0,4.0,9.0,8.0,10岁以上,体力消耗大，需能长时间步行,6,1500,RMB,6.0,6.0,旱季,6-10月,10.0,8.0,7.0,8.8,7.8,1.4,澳大利亚凯恩斯海洋生态,7.95,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
257,大洋洲,澳大利亚,,堪培拉,国家战争纪念馆,Australian War Memorial,景区,历史纪念,需签证(ETA),8.5,6.0,7.0,7.0,8.0,3岁以上,游览轻松，幼儿可参与,3,800,RMB,7.0,8.0,春秋,9-11月/3-5月,8.0,9.0,8.5,8.8,7.8,1.7,澳大利亚堪培拉历史纪念,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
258,大洋洲,澳大利亚,,墨尔本,大洋路十二门徒,Great Ocean Road,景区,自然海岸,需签证(ETA),9.3,6.0,5.0,9.0,8.0,8岁以上,中等体力要求,8,1000,RMB,7.0,6.0,夏秋,12-4月,9.0,8.0,7.5,8.8,7.8,1.8,澳大利亚墨尔本自然海岸,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
259,大洋洲,澳大利亚,,悉尼,蓝山国家公园,Blue Mountains,景区,自然山岳,需签证(ETA),8.8,6.0,5.0,8.0,8.0,8岁以上,中等体力要求,6,900,RMB,8.0,7.0,春秋,9-11月/3-5月,8.5,8.0,8.0,8.8,7.8,1.6,澳大利亚悉尼自然山岳,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
260,大洋洲,澳大利亚,,黄金海岸,黄金海岸冲浪者天堂,Surfers Paradise,景区,海滨度假,需签证(ETA),8.5,8.0,6.0,8.0,7.0,3-14岁,难度适中，有儿童友好设施,4,900,RMB,7.0,7.0,春夏秋,9-4月,7.0,9.0,7.5,8.8,7.8,1.9,澳大利亚黄金海岸海滨度假,7.81,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
261,大洋洲,澳大利亚,,阿德莱德,巴罗莎谷酒庄,Barossa Valley Wineries,景区,葡萄酒庄,需签证(ETA),8.8,5.0,6.0,9.0,7.0,6岁以上,有一定步行量，需能独立行走,4,1000,RMB,6.0,7.0,秋,3-5月,8.0,8.0,7.5,8.8,7.8,1.8,澳大利亚阿德莱德葡萄酒庄,7.65,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
262,大洋洲,澳大利亚,,珀斯,罗特尼斯岛,Rottnest Island,景区,海岛生态,需签证(ETA),8.8,7.0,5.0,8.0,7.0,8岁以上,中等体力要求,5,1000,RMB,6.0,7.0,夏,10-3月,8.0,8.0,7.5,8.8,7.8,1.7,澳大利亚珀斯海岛生态,7.64,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
263,大洋洲,澳大利亚,,圣灵群岛,白天堂海滩,Whitehaven Beach,景区,海岛海滩,需签证(ETA),9.5,6.0,3.0,10.0,7.0,6岁以上,需乘船/水上飞机前往,5,1500,RMB,5.0,5.0,旱季,5-10月,9.0,7.0,7.0,8.8,7.8,1.9,澳大利亚圣灵群岛海岛海滩,7.53,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
264,大洋洲,澳大利亚,,乌鲁鲁,乌鲁鲁(艾尔斯岩),Uluru (Ayers Rock),景区,自然地标,需签证(ETA),9.2,5.0,4.0,8.0,8.0,8岁以上,有一定体力要求,4,1200,RMB,4.0,5.0,秋冬春,4-10月,10.0,7.0,7.0,8.8,7.8,1.5,澳大利亚乌鲁鲁自然地标,7.38,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
265,大洋洲,澳大利亚,,塔斯马尼亚,摇篮山,Cradle Mountain,景区,自然山水,需签证(ETA),9.0,5.0,4.0,8.0,8.0,8岁以上,山地徒步，需一定体力,7,1000,RMB,5.0,5.0,夏,12-3月,9.0,7.0,7.5,8.8,7.8,1.7,澳大利亚塔斯马尼亚自然山水,7.37,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
266,大洋洲,澳大利亚,,达尔文,卡卡杜国家公园,Kakadu National Park,景区,自然生态,需签证(ETA),8.8,5.0,3.0,7.0,7.0,6岁以上,偏远荒野，鳄鱼出没,8,1000,RMB,4.0,4.0,旱季,5-10月,9.5,6.5,7.0,8.8,7.8,1.6,澳大利亚达尔文自然生态,7.0,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
267,大洋洲,澳大利亚,,悉尼,悉尼歌剧院+海港区,,景区,城市地标/文化,是,9.2,8.6,8.8,9.3,9.0,4-12岁,,0.5-1天,1800,RMB,9.5,8.7,"全年; 9-11月, 3-5月",,9.4,9.4,7.8,8.7,8.8,1.0,澳大利亚悉尼城市地标/文化,8.99,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
268,大洋洲,澳大利亚,,北领地,乌鲁鲁-卡塔丘塔国家公园,,景区,自然+原住民文化,是,9.3,7.0,6.0,8.8,8.4,8岁+,,1-2天,3000,RMB,5.8,7.8,5-9月,,9.8,6.8,6.8,8.8,8.0,1.5,澳大利亚北领地自然+原住民文化,7.95,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
269,澳新,新西兰,,罗托鲁阿,怀奥塔普地热公园,,景区,自然奇观,,9.0,8.0,7.0,8.0,8.0,,,4,120,USD,7.0,8.0,全年,10-4月,9.5,8.0,7.5,9.5,9.0,0.9,新西兰罗托鲁阿自然奇观,8.37,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
270,澳新,新西兰,,皇后镇,瓦纳卡湖,,景区,自然风光,,9.2,7.0,6.0,9.5,9.0,,,5,150,USD,7.0,7.0,夏秋,11-3月,9.0,7.5,7.0,9.5,9.0,0.9,新西兰皇后镇自然风光,8.28,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
271,澳新,新西兰,,特卡波,特卡波湖暗夜星空保护区,,景区,自然奇观,,9.2,6.0,5.0,10.0,9.0,,,5,150,USD,6.0,6.0,秋冬,4-9月,10.0,6.5,7.0,9.5,9.0,0.7,新西兰特卡波自然奇观,8.08,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
272,澳新,新西兰,,霍比屯,霍比屯电影布景,,景区,文化娱乐,,8.8,8.0,7.0,8.5,7.0,,,3,130,USD,7.0,8.0,全年,10-4月,8.0,8.0,6.5,9.5,9.0,1.8,新西兰霍比屯文化娱乐,8.11,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
273,澳新,新西兰,,凯库拉,凯库拉观鲸,,景区,自然生态,,9.0,7.0,6.0,8.5,8.0,,,5,200,USD,6.0,7.0,全年,10-3月,9.0,7.5,6.5,9.5,9.0,1.3,新西兰凯库拉自然生态,7.99,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
