序号,区域,国家,省份/州,城市,景区名称(中),景区名称(英),大类,细分类型,中国签证政策,游客口碑,亲子友好度,老人友好度,夫妻友好度,一人游友好度,适合儿童年龄段,儿童出行备注,建议游览时长,日均预算,预算货币,交通可达性,全年适宜度,最佳旅游季节,最佳月份,文化/生态/独特价值,基础设施与配套,性价比,旅游安全度,华人安全度,口碑方差,备注,综合加权满意度,特色活动与玩法,数据来源
229,国内,中国,浙江,金华市,双龙风景旅游区,,景区,自然溶洞,国内,8.1,6.7,6.1,7.3,7.3,6-16岁,,4,424,RMB,7.6,7.0,春秋,4-5月/9-10月,7.5,7.35,8.4,9.5,10,1.4,金华市自然溶洞景区,7.94,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
230,国内,中国,山东,临沂市,萤火虫水洞·地下大峡谷旅游区,,景区,自然溶洞,国内,8.3,7.2,5.7,7.7,6.6,6-16岁,,4,466,RMB,6.9,8.0,四季,全年,8.0,7.5,7.4,9.5,10,1.3,临沂市自然溶洞景区,7.95,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
231,国内,中国,广东,梅州市,雁南飞茶田景区,,景区,生态农业,国内,8.2,6.7,6.6,8.2,7.2,6-16岁,,4,421,RMB,6.4,7.0,春秋,3-5月/9-11月,7.5,7.0,8.7,9.5,10,1.4,梅州市生态农业景区,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
232,国内,中国,重庆,酉阳县,酉阳桃花源景区,,景区,自然人文,国内,8.2,6.7,6.1,8.2,7.4,6-16岁,,4,444,RMB,7.1,6.0,春,3-4月,7.5,7.55,8.0,9.5,10,1.6,酉阳县自然人文景区,7.94,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
233,国内,中国,四川,绵阳市,北川羌城旅游区,,景区,民族文化,国内,8.1,6.7,6.1,7.3,7.3,6-16岁,,4,391,RMB,6.9,7.0,春秋,4-5月/9-10月,8.0,7.25,8.55,9.5,10,1.6,绵阳市民族文化景区,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
234,国内,中国,贵州,黔西南州,万峰林景区,,景区,自然山水,国内,8.45,6.2,5.6,8.2,7.7,6-16岁,,4,396,RMB,5.9,6.0,春秋,3-4月/8-10月,8.5,6.75,8.95,9.5,10,1.7,黔西南州自然山水景区,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
235,国内,中国,西藏,林芝市,巴松措,,景区,自然湖泊,国内,8.6,5.7,5.1,8.7,7.3,全年龄,,5,616,RMB,6.4,3.0,夏秋,5-10月,9.5,7.25,8.15,9.5,10,1.5,林芝市自然湖泊景区,7.91,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
236,国内,中国,黑龙江,黑河市,五大连池风景区,,景区,自然地质,国内,8.45,6.2,6.1,7.7,7.3,6-16岁,,5,416,RMB,6.4,4.0,夏,6-8月,9.0,7.25,8.4,9.5,10,1.3,黑河市自然地质景区,7.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
237,国内,中国,福建,莆田市,湄洲岛妈祖文化旅游区,,景区,宗教文化,国内,8.3,6.2,6.6,7.6,7.45,6-16岁,,4,466,RMB,6.9,7.0,春秋,3-5月/9-11月,8.0,7.25,7.6,9.5,10,0.9,莆田市宗教文化景区,7.91,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
238,国内,中国,新疆,阿勒泰地区,喀纳斯景区,,景区,自然湖泊,国内,9.45,6.2,5.1,8.7,7.7,6-16岁,,8,836,RMB,5.4,3.0,夏秋,6-10月,10.0,7.0,6.5,9.5,10,1.4,阿勒泰地区自然湖泊景区,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
239,国内,中国,山西,长治市,太行山大峡谷八泉峡景区,,景区,自然峡谷,国内,8.55,6.2,5.2,8.2,7.1,6-16岁,,5,466,RMB,6.9,6.0,夏秋,5-10月,8.5,7.5,7.4,9.5,10,1.6,长治市自然峡谷景区,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
240,国内,中国,福建,宁德市,白水洋-鸳鸯溪景区,,景区,自然山水,国内,8.35,7.2,5.6,8.2,6.8,6-16岁,,5,441,RMB,6.9,5.0,夏秋,6-10月,8.0,7.25,8.4,9.5,10,1.2,宁德市自然山水景区,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
241,国内,中国,福建,三明市,泰宁风景旅游区,,景区,自然地质,国内,8.2,6.2,6.1,7.3,7.3,6-16岁,,5,416,RMB,6.9,7.0,春秋,4-6月/9-11月,8.0,7.25,8.55,9.5,10,1.5,三明市自然地质景区,7.91,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
242,国内,中国,湖北,恩施州,利川腾龙洞景区,,景区,自然溶洞,国内,8.35,6.7,5.6,7.7,7.3,6-16岁,,3,424,RMB,6.6,7.0,夏秋,5-10月,8.0,7.2,8.25,9.5,10,1.7,恩施州自然溶洞景区,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
243,国内,中国,湖北,神农架林区,神农架旅游区,,景区,自然生态,国内,8.5,6.2,5.1,7.8,7.35,6-16岁,,8,580,RMB,6.75,4.0,夏秋,5-10月,9.5,7.5,7.3,9.5,10,1.5,神农架林区自然生态景区,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
244,国内,中国,新疆,吐鲁番市,吐鲁番葡萄沟,,景区,自然人文,国内,8.4,7.2,6.1,7.7,7.3,6-16岁,,3,416,RMB,7.4,3.0,夏秋,7-9月,8.0,7.25,8.5,9.5,10,1.6,吐鲁番市自然人文景区,7.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
245,国内,中国,河北,保定市,白石山景区,,景区,自然山岳,国内,8.45,6.2,5.2,8.2,7.3,6-16岁,,5,466,RMB,7.4,6.0,夏秋,5-10月,8.0,7.5,7.45,9.5,10,1.5,保定市自然山岳景区,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
246,国内,中国,山西,忻州市,雁门关景区,,景区,历史文化,国内,8.35,6.2,5.6,7.7,7.7,6-16岁,,3,371,RMB,6.4,6.0,夏秋,5-10月,8.5,6.75,8.7,9.5,10,1.0,忻州市历史文化景区,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
247,国内,中国,山东,烟台市,龙口南山景区,,景区,宗教文化,国内,8.2,6.7,6.2,7.7,6.8,6-16岁,,4,424,RMB,7.6,7.0,春秋,4-10月,7.0,7.6,8.2,9.5,10,0.9,烟台市宗教文化景区,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
248,国内,中国,湖北,恩施州,恩施大峡谷,,景区,自然峡谷,国内,8.7,5.7,4.7,8.2,7.1,全年龄,,6,524,RMB,6.6,6.0,春秋夏,4-10月,9.0,7.45,7.35,9.5,10,1.5,恩施州自然峡谷景区,7.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
249,国内,中国,重庆,万盛区,黑山谷景区,,景区,自然峡谷,国内,8.55,6.2,4.7,8.0,7.4,6-16岁,,5,494,RMB,7.6,6.0,夏秋,5-10月,8.0,7.7,7.35,9.5,10,1.6,万盛区自然峡谷景区,7.92,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
250,国内,中国,贵州,铜仁市,梵净山旅游区,,景区,自然山岳,国内,8.7,5.7,4.7,8.2,7.8,全年龄,,6,566,RMB,6.4,4.0,春秋,4-5月/9-10月,9.5,7.25,7.45,9.5,10,1.6,铜仁市自然山岳景区,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
251,国内,中国,黑龙江,齐齐哈尔市,扎龙生态旅游区,,景区,自然生态,国内,8.25,6.7,6.1,7.3,7.3,6-16岁,,3,391,RMB,6.9,4.0,夏,5-9月,8.5,7.25,8.55,9.5,10,1.1,齐齐哈尔市自然生态景区,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
252,国内,中国,福建,宁德市,福鼎太姥山旅游区,,景区,自然山岳,国内,8.35,6.2,5.2,7.7,7.3,6-16岁,,5,416,RMB,6.9,7.0,春秋,4-6月/9-11月,8.0,7.25,8.35,9.5,10,1.3,宁德市自然山岳景区,7.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
253,国内,中国,江西,上饶市,龟峰景区,,景区,自然地质,国内,8.2,6.2,6.1,7.7,7.3,6-16岁,,4,416,RMB,6.9,7.0,春秋,4-6月/9-11月,7.5,7.25,8.65,9.5,10,1.4,上饶市自然地质景区,7.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
254,国内,中国,江西,萍乡市,武功山风景区,,景区,自然山岳,国内,8.6,5.7,4.7,8.2,7.8,全年龄,,7,491,RMB,7.4,5.0,春秋,4-5月/9-10月,8.5,7.25,7.45,9.5,10,1.3,萍乡市自然山岳景区,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
255,国内,中国,甘肃,平凉市,崆峒山风景名胜区,,景区,道教文化,国内,8.55,6.2,5.2,7.7,7.3,6-16岁,,5,416,RMB,6.9,6.0,夏秋,5-10月,8.0,7.25,8.45,9.5,10,1.6,平凉市道教文化景区,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
256,国内,中国,浙江,温州市,刘伯温故里景区,,景区,历史人文,国内,8.1,6.2,6.9,7.3,7.35,6-16岁,,4,326,RMB,6.4,7.0,春秋,4-5月/9-10月,8.0,6.75,8.7,9.5,10,1.2,温州市历史人文景区,7.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
257,国内,中国,安徽,六安市,万佛湖景区,,景区,自然湖泊,国内,8.4,7.1,6.4,8.0,6.8,6-16岁,,4,466,RMB,6.9,7.0,春夏秋,4-10月,7.0,7.25,7.95,9.5,10,1.5,六安市自然湖泊景区,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
258,国内,中国,广东,佛山市,长鹿旅游休博园,,景区,主题乐园,国内,7.85,8.3,6.1,6.8,6.3,3-14岁,,5,354,RMB,8.1,8.0,四季,10-5月,6.5,7.5,8.45,9.5,10,1.8,佛山市主题乐园景区,7.91,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
259,国内,中国,山西,运城市,关帝庙景区,,景区,历史文化,国内,8.2,5.0,6.0,7.0,7.0,全年龄,,2,300,RMB,7.0,8.0,四季,3-11月,8.5,7.0,8.5,9.5,10,1.4,运城市历史文化景区,7.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
260,国内,中国,河南,新乡市,八里沟景区,,景区,自然山水,国内,8.35,6.7,5.6,7.7,7.3,6-16岁,,5,424,RMB,7.6,5.0,夏秋,5-10月,7.5,7.35,8.25,9.5,10,1.5,新乡市自然山水景区,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
261,国内,中国,重庆,南川区,金佛山景区,,景区,自然山岳,国内,8.35,6.2,5.2,7.7,7.4,6-16岁,,5,494,RMB,7.6,5.0,夏冬,6-8月/12-2月,8.0,7.7,7.7,9.5,10,1.7,南川区自然山岳景区,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
262,国内,中国,云南,迪庆州,普达措国家公园,,景区,自然高原,国内,8.7,6.2,5.9,8.3,7.2,6-16岁,,5,616,RMB,5.9,4.0,春秋,4-5月/9-10月,9.5,6.75,7.15,9.5,10,1.4,迪庆州自然高原景区,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
263,国内,中国,安徽,阜阳市,颍上八里河景区,,景区,自然湖泊,国内,8.3,7.2,6.6,7.2,6.8,6-16岁,,3,366,RMB,7.4,7.0,春夏秋,4-10月,6.5,7.25,8.75,9.5,10,3.8,阜阳市自然湖泊景区,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
264,国内,中国,新疆,伊犁州,喀拉峻风景区,,景区,自然草原,国内,8.7,5.7,5.1,8.7,7.7,全年龄,,6,546,RMB,5.4,3.0,夏,6-8月,9.5,6.75,8.45,9.5,10,1.4,伊犁州自然草原景区,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
265,国内,中国,广西,柳州市,柳州龙潭景区,,景区,自然山水,国内,8.0,7.0,6.0,7.0,7.0,6-16岁,,3,350,RMB,7.0,7.0,春秋,3-5月/9-11月,7.5,7.5,8.5,9.5,10,1.4,柳州市自然山水景区,7.87,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
266,国内,中国,内蒙古,鄂尔多斯市,响沙湾旅游景区,,景区,沙漠旅游,国内,8.3,7.2,5.6,8.2,6.8,6-16岁,,4,466,RMB,6.9,4.0,春秋,5-6月/9-10月,8.0,7.5,7.9,9.5,10,1.7,鄂尔多斯市沙漠旅游景区,7.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
267,国内,中国,浙江,台州市,天台山景区,,景区,宗教文化,国内,8.35,6.2,5.7,7.7,7.2,6-16岁,,5,396,RMB,6.9,6.0,春秋,4-5月/9-10月,8.0,6.75,8.65,9.5,10,1.1,台州市宗教文化景区,7.85,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
268,国内,中国,河南,新乡市,宝泉旅游区,,景区,自然山水,国内,8.3,6.7,5.6,7.7,6.8,6-16岁,,5,424,RMB,7.6,5.0,夏秋,5-10月,7.5,7.6,8.25,9.5,10,1.6,新乡市自然山水景区,7.87,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
269,国内,中国,海南,陵水县,分界洲岛旅游区,,景区,海岛度假,国内,8.35,7.2,5.6,8.6,6.6,6-16岁,,5,630,RMB,6.5,6.0,冬春秋,10-5月,8.0,7.0,7.55,9.5,10,2.4,陵水县海岛度假景区,7.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
270,国内,中国,重庆,江津区,四面山景区,,景区,自然山水,国内,8.2,6.2,5.2,7.7,7.4,6-16岁,,5,444,RMB,7.6,6.0,夏秋,5-10月,7.5,7.7,7.95,9.5,10,1.5,江津区自然山水景区,7.87,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
271,国内,中国,西藏,日喀则市,扎什伦布寺,,景区,宗教文化,国内,8.35,5.7,5.9,7.3,7.95,全年龄,,2,566,RMB,6.4,4.0,夏秋,6-9月,9.0,7.0,8.35,9.5,10,1.1,日喀则市宗教文化景区,7.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
272,国内,中国,陕西,商洛市,金丝峡景区,,景区,自然峡谷,国内,8.45,6.2,5.6,7.7,7.3,6-16岁,,5,416,RMB,6.4,6.0,夏秋,5-10月,8.0,7.25,8.4,9.5,10,1.5,商洛市自然峡谷景区,7.85,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
273,国内,中国,海南,保亭县,槟榔谷黎苗文化旅游区,,景区,民族文化,国内,8.4,7.2,6.6,7.6,6.75,6-16岁,,4,530,RMB,6.0,7.0,冬春秋,10-5月,8.0,6.75,7.7,9.5,10,1.5,保亭县民族文化景区,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
274,国内,中国,河南,安阳市,红旗渠-太行大峡谷旅游区,,景区,红色/自然,国内,8.45,5.7,5.2,7.7,7.1,全年龄,,6,474,RMB,7.1,6.0,夏秋,5-10月,8.5,7.35,7.35,9.5,10,1.8,安阳市红色/自然景区,7.84,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
275,国内,中国,贵州,毕节市,百里杜鹃景区,,景区,自然花卉,国内,8.45,6.7,6.1,8.2,7.3,6-16岁,,4,416,RMB,6.4,3.0,春,3-4月,8.0,7.25,8.4,9.5,10,1.7,毕节市自然花卉景区,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
276,国内,中国,河南,平顶山市,尧山-中原大佛景区,,景区,自然/宗教,国内,8.55,6.7,5.2,7.7,6.8,6-16岁,,5,441,RMB,6.9,6.0,夏秋,5-10月,7.5,7.5,8.2,9.5,10,1.3,平顶山市自然/宗教景区,7.85,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
277,国内,中国,湖南,邵阳市,崀山景区,,景区,自然地质,国内,8.35,6.2,5.2,8.2,7.3,6-16岁,,6,466,RMB,6.9,6.0,春秋,4-5月/9-10月,8.0,7.25,7.45,9.5,10,1.4,邵阳市自然地质景区,7.84,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
278,国内,中国,重庆,云阳县,龙缸景区,,景区,自然地质,国内,8.35,6.2,5.1,7.7,7.4,6-16岁,,5,469,RMB,7.1,5.0,春秋,4-5月/9-10月,8.0,7.55,8.0,9.5,10,1.6,云阳县自然地质景区,7.84,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
279,国内,中国,浙江,衢州市,江郎山·廿八都景区,,景区,自然人文,国内,8.2,6.2,5.2,7.7,7.2,6-16岁,,5,396,RMB,6.4,7.0,春秋,4-5月/9-10月,8.0,6.75,8.9,9.5,10,1.6,衢州市自然人文景区,7.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
280,国内,中国,安徽,六安市,天堂寨风景区,,景区,自然山水,国内,8.35,6.2,5.6,7.7,7.3,6-16岁,,5,466,RMB,6.9,6.0,夏秋,5-10月,8.0,7.25,7.5,9.5,10,1.3,六安市自然山水景区,7.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
281,国内,中国,辽宁,鞍山市,千山景区,,景区,自然山岳,国内,8.2,6.2,5.2,7.7,7.3,6-16岁,,5,391,RMB,7.4,6.0,夏秋,5-10月,7.5,7.25,8.35,9.5,10,1.2,鞍山市自然山岳景区,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
282,国内,中国,江西,九江市,庐山西海景区,,景区,自然湖泊,国内,8.2,6.7,5.7,8.0,6.8,6-16岁,,5,491,RMB,6.9,7.0,夏秋,5-10月,7.5,7.25,7.5,9.5,10,1.2,九江市自然湖泊景区,7.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
283,国内,中国,河南,信阳市,鸡公山风景区,,景区,自然山水,国内,8.2,6.2,5.7,7.7,7.3,6-16岁,,5,416,RMB,6.9,6.0,夏,5-9月,7.5,7.25,8.35,9.5,10,1.5,信阳市自然山水景区,7.81,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
284,国内,中国,吉林,大安市,大安嫩江湾旅游区,,景区,自然生态,国内,8.1,6.7,6.6,7.7,6.8,6-16岁,,3,366,RMB,6.4,5.0,夏秋,5-9月,7.5,7.25,8.65,9.5,10,1.2,大安市自然生态景区,7.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
285,国内,中国,山东,临沂市,蒙山旅游区,,景区,自然山水,国内,8.2,6.7,5.2,7.7,7.25,6-16岁,,5,385,RMB,6.75,6.0,春夏秋,4-10月,7.5,7.1,8.65,9.5,10,1.6,临沂市自然山水景区,7.81,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
286,国内,中国,山东,济宁市,微山湖旅游区,,景区,自然湖泊,国内,8.2,7.1,6.0,8.0,6.8,6-16岁,,4,449,RMB,7.1,5.0,夏,6-8月,7.5,7.35,7.5,9.5,10,1.4,济宁市自然湖泊景区,7.81,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
287,国内,中国,湖南,湘西州,矮寨·十八洞·德夯大峡谷景区,,景区,自然人文,国内,8.45,5.7,5.2,8.2,7.0,全年龄,,5,496,RMB,6.4,6.0,春秋,4-5月/9-10月,8.5,7.0,7.6,9.5,10,1.3,湘西州自然人文景区,7.8,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
288,国内,中国,陕西,宝鸡市,太白山旅游景区,,景区,自然山岳,国内,8.45,5.7,4.7,7.7,7.3,全年龄,,7,474,RMB,7.1,4.0,夏秋,6-10月,8.5,7.35,8.2,9.5,10,1.2,宝鸡市自然山岳景区,7.8,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
289,国内,中国,新疆,喀什地区,泽普金湖杨景区,,景区,自然生态,国内,8.2,6.6,6.4,8.0,7.4,6-16岁,,3,494,RMB,7.1,3.0,秋,10月,8.0,7.3,7.35,9.5,10,1.2,喀什地区自然生态景区,7.78,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
290,国内,中国,吉林,敦化市,六鼎山文化旅游区,,景区,宗教文化,国内,8.3,6.7,6.2,7.3,7.35,6-16岁,,4,396,RMB,6.4,6.0,夏秋,5-10月,7.5,6.75,8.7,9.5,10,1.1,敦化市宗教文化景区,7.78,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
291,国内,中国,河南,南阳市,西峡伏牛山老界岭景区,,景区,自然山水,国内,8.3,6.6,5.2,7.7,7.3,6-16岁,,5,424,RMB,7.1,5.0,夏秋,5-10月,7.5,7.35,8.25,9.5,10,1.6,南阳市自然山水景区,7.8,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
292,国内,中国,四川,阿坝州,黄龙风景名胜区,,景区,自然地质,国内,9.1,5.7,5.1,7.8,7.2,全年龄,,5,646,RMB,5.9,3.0,夏秋,7-10月,9.5,6.75,7.6,9.5,10,1.3,阿坝州自然地质景区,7.76,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
293,国内,中国,河南,洛阳市,龙潭大峡谷景区,,景区,自然峡谷,国内,8.35,5.7,5.2,7.7,7.2,全年龄,,4,494,RMB,7.6,6.0,夏秋,5-10月,7.5,7.7,7.2,9.5,10,1.5,洛阳市自然峡谷景区,7.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
294,国内,中国,陕西,汉中市,汉中三国文化景区,,景区,历史文化,国内,8.0,6.0,6.0,7.0,7.0,6-16岁,,4,350,RMB,7.0,7.0,春秋,3-5月/9-11月,8.0,7.0,8.0,9.5,10,1.4,汉中市历史文化景区,7.77,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
295,国内,中国,内蒙古,阿拉善盟,额济纳胡杨林旅游区,,景区,自然生态,国内,8.7,6.2,5.6,8.2,7.5,6-16岁,,4,496,RMB,5.4,2.0,秋,9-10月,9.5,6.25,8.2,9.5,10,1.2,阿拉善盟自然生态景区,7.72,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
296,国内,中国,新疆,克拉玛依市,世界魔鬼城景区,,景区,自然地质,国内,8.35,6.2,5.6,7.7,7.3,6-16岁,,3,466,RMB,6.4,3.0,春秋,5-6月/9-10月,8.5,7.25,8.15,9.5,10,1.4,克拉玛依市自然地质景区,7.75,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
297,国内,中国,江苏,宿迁市,三台山国家森林公园,,景区,自然森林,国内,8.0,7.0,6.0,7.0,7.0,6-16岁,,4,300,RMB,7.0,6.0,春,3-5月,7.0,7.5,8.5,9.5,10,1.4,宿迁市自然森林景区,7.77,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
298,国内,中国,四川,阿坝州,汶川特别旅游区,,景区,红色旅游,国内,8.0,6.2,6.1,6.8,7.2,6-16岁,,3,371,RMB,6.4,7.0,春秋,4-5月/9-10月,8.0,6.5,8.85,9.5,10,1.4,阿坝州红色旅游景区,7.74,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
299,国内,中国,内蒙古,阿尔山市,阿尔山-柴河旅游景区,,景区,自然生态,国内,8.45,6.2,5.2,8.2,7.2,6-16岁,,6,446,RMB,5.4,4.0,夏秋,6-9月,9.0,6.5,8.4,9.5,10,0.9,阿尔山市自然生态景区,7.73,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
300,国内,中国,浙江,丽水市,仙都国家级风景名胜区,,景区,自然山水,国内,8.3,5.0,5.0,8.0,8.0,全年龄,,4,400,RMB,6.0,7.0,春秋,4-5月/9-10月,8.0,7.0,8.0,9.5,10,1.5,丽水市自然山水景区,7.74,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
301,国内,中国,重庆,涪陵区,武陵山大裂谷景区,,景区,自然地质,国内,8.1,5.7,5.5,7.3,7.35,全年龄,,5,494,RMB,7.6,6.0,夏秋,5-10月,7.5,7.7,7.2,9.5,10,1.5,涪陵区自然地质景区,7.75,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
302,国内,中国,江西,抚州市,大觉山景区,,景区,自然山水,国内,8.2,6.7,5.2,7.7,7.2,6-16岁,,5,396,RMB,6.4,6.0,夏秋,5-10月,7.5,6.75,8.65,9.5,10,1.4,抚州市自然山水景区,7.74,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
303,国内,中国,河南,驻马店市,嵖岈山景区,,景区,自然山岳,国内,8.2,6.2,5.2,7.7,7.3,6-16岁,,5,391,RMB,6.9,6.0,春秋,4-5月/9-10月,7.0,7.25,8.6,9.5,10,1.4,驻马店市自然山岳景区,7.75,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
304,国内,中国,湖北,黄冈市,龟峰山景区,,景区,自然山岳,国内,8.2,6.2,5.2,7.7,7.3,6-16岁,,5,416,RMB,6.9,5.0,春,4-5月,7.5,7.25,8.35,9.5,10,1.6,黄冈市自然山岳景区,7.75,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + claude+gpt加权平均
